user_id,course_id,due,experience,hours,location,resp_time,datetime_utc
u16,CS27,1,1,6,"43.70687381,-72.28768281",1365733738,2013-04-12 02:28:58+00:00
u16,CS65,2,3,4,"43.70364199,-72.29076278",1365811237,2013-04-13 00:00:37+00:00
u16,"CS65
",1,3,12,"43.70346314,-72.29066114",1366079919,2013-04-16 02:38:39+00:00
u16,cs27,1,4,1,"43.70346314,-72.29066114",1366079952,2013-04-16 02:39:12+00:00
u16,CS65,2,3,1,"43.70692473,-72.28664094",1366252482,2013-04-18 02:34:42+00:00
u16,CS65,2,1,5,"43.70381863,-72.2910568",1366476412,2013-04-20 16:46:52+00:00
u16,CS65,1,1,12,"43.70374144,-72.29182531",1366733850,2013-04-23 16:17:30+00:00
u16,CS27,2,4,6,"43.70373954,-72.29185672",1366733891,2013-04-23 16:18:11+00:00
u16,wild edibles pe class,2,2,1,"43.70373225,-72.29023983",1366770197,2013-04-24 02:23:17+00:00
u16,CS65,2,5,6,"43.70381392,-72.29084126",1367006734,2013-04-26 20:05:34+00:00
u16,CS65,1,1,12,"43.70688467,-72.28732802",1367280039,2013-04-30 00:00:39+00:00
u16,CS65,2,1,1,"43.70545477,-72.28953205",1367458852,2013-05-02 01:40:52+00:00
u16,CS65,2,1,1,"43.70376968,-72.29023129",1367628136,2013-05-04 00:42:16+00:00
u16,CS65,2,1,7,"43.70534496,-72.29049134",1367943168,2013-05-07 16:12:48+00:00
u16,CS27,1,1,5,"43.70534496,-72.29049134",1367943194,2013-05-07 16:13:14+00:00
u16,CS27,2,1,12,Unknown,1369104393,2013-05-21 02:46:33+00:00
u17,cs65,2,2,3,"43.70605071,-72.28863023",1364417767,2013-03-27 20:56:07+00:00
u17,cs89,2,2,6,"43.70605071,-72.28863023",1364417792,2013-03-27 20:56:32+00:00
u17,cs89,2,3,6,"43.70641004,-72.28743893",1364429006,2013-03-28 00:03:26+00:00
u17,cs65,2,3,2,"43.70648538,-72.28742777",1364518619,2013-03-29 00:56:59+00:00
u17,cs89,2,3,5,"43.70536412,-72.28973776",1364615967,2013-03-30 03:59:27+00:00
u17,cs65,2,1,8,"43.70406856,-72.29058126",1364688031,2013-03-31 00:00:31+00:00
u17,cs89,2,1,12,"43.70470793,-72.29118335",1364781555,2013-04-01 01:59:15+00:00
u17,cs65,2,2,8,"43.70740824,-72.28560311",1365010861,2013-04-03 17:41:01+00:00
u17,mus16,2,3,3,"43.70629105,-72.28869027",1365010864,2013-04-03 17:41:04+00:00
u17,cs89,2,3,3,"43.70487668,-72.29229973",1365486861,2013-04-09 05:54:21+00:00
u17,thesis,2,2,8,"43.70487668,-72.29229973",1365486862,2013-04-09 05:54:22+00:00
u17,cs65,2,2,5,"43.7049465,-72.28947488",1365486866,2013-04-09 05:54:26+00:00
u17,cs89,2,3,7,"43.70512967,-72.28920458",1365486866,2013-04-09 05:54:26+00:00
u17,cs65,2,3,7,"43.7046699,-72.29098352",1365486872,2013-04-09 05:54:32+00:00
u17,cs65,1,2,10,"43.70467368,-72.29087023",1365486874,2013-04-09 05:54:34+00:00
u17,mus16,2,3,3,"43.70467368,-72.29087023",1365553580,2013-04-10 00:26:20+00:00
u17,cs65,2,3,3,"43.70678195,-72.28738426",1365730762,2013-04-12 01:39:22+00:00
u17,cs65,2,3,11,"43.70459704,-72.29138802",1365911450,2013-04-14 03:50:50+00:00
u17,cs65,1,2,6,"43.70495522,-72.29090614",1366076442,2013-04-16 01:40:42+00:00
u17,mus 16,1,2,4,"43.70495522,-72.29090614",1366156260,2013-04-16 23:51:00+00:00
u17,thesis,2,3,12,"43.70495522,-72.29090614",1366156904,2013-04-17 00:01:44+00:00
u17,thesis,1,3,12,"43.70460031,-72.29111515",1366311465,2013-04-18 18:57:45+00:00
u17,cs65,2,2,8,"43.70237732,-72.28914013",1366338814,2013-04-19 02:33:34+00:00
u17,cs65,2,2,8,Unknown,1366487033,2013-04-20 19:43:53+00:00
u17,cs89,2,3,7,Unknown,1366487059,2013-04-20 19:44:19+00:00
u17,cs65,1,3,12,"43.70658046,-72.28733564",1366768915,2013-04-24 02:01:55+00:00
u17,cs65,2,3,4,"43.70436814,-72.29014514",1366844830,2013-04-24 23:07:10+00:00
u17,cs65,2,3,4,"43.7060191,-72.28758328",1366992276,2013-04-26 16:04:36+00:00
u17,cs89,1,3,12,Unknown,1367209783,2013-04-29 04:29:43+00:00
u17,cs65,1,3,12,Unknown,1367209796,2013-04-29 04:29:56+00:00
u17,mus16,2,3,5,Unknown,1367209808,2013-04-29 04:30:08+00:00
u17,thesis,1,3,12,Unknown,1367209818,2013-04-29 04:30:18+00:00
u18,Tuck 3,2,1,1,"43.70727405,-72.28860059",1364359743,2013-03-27 04:49:03+00:00
u18,cs65,2,3,2,"43.70750471,-72.28915323",1364432313,2013-03-28 00:58:33+00:00
u18,tuck 3,2,1,2,"43.70736033,-72.2891458",1364515882,2013-03-29 00:11:22+00:00
u18,cs65,1,3,2,"43.70738006,-72.28908542",1364602788,2013-03-30 00:19:48+00:00
u18,Chinese 33,1,1,2,"43.70741795,-72.28914941",1364630954,2013-03-30 08:09:14+00:00
u18,cs89,2,4,1,"43.70741061,-72.28914251",1364631019,2013-03-30 08:10:19+00:00
u18,cs65,2,3,3,"43.70664761,-72.2878935",1365027530,2013-04-03 22:18:50+00:00
u18,chin33,1,1,4,"43.70605791,-72.28694024",1365185590,2013-04-05 18:13:10+00:00
u18,cs65,2,1,3,"43.70727926,-72.28900758",1365468743,2013-04-09 00:52:23+00:00
u18,tuck3,2,3,3,"43.70740011,-72.28899929",1365551697,2013-04-09 23:54:57+00:00
u18,chin33,2,1,1,"43.70743215,-72.28912504",1365551718,2013-04-09 23:55:18+00:00
u18,tuck3,2,1,1,"43.70738991,-72.28912614",1365554888,2013-04-10 00:48:08+00:00
u18,cs65,2,3,1,"43.70146647,-72.28826534",1365650321,2013-04-11 03:18:41+00:00
u18,cs65,2,3,1,"43.70146647,-72.28826534",1365650347,2013-04-11 03:19:07+00:00
u18,chin33,1,1,3,"43.70730854,-72.287476",1365710871,2013-04-11 20:07:51+00:00
u18,cs65,2,3,1,"43.70730854,-72.287476",1365710882,2013-04-11 20:08:02+00:00
u18,tuck 3,2,4,2,"43.70730854,-72.287476",1365726464,2013-04-12 00:27:44+00:00
u18,cs89,1,3,10,"43.70728105,-72.2890411",1365832213,2013-04-13 05:50:13+00:00
u18,chin 33,1,1,3,"43.70264346,-72.28707",1366341899,2013-04-19 03:24:59+00:00
u18,tuck 3,1,4,4,"43.70264346,-72.28707",1366341900,2013-04-19 03:25:00+00:00
u18,cs65,2,1,1,"43.70264346,-72.28707",1366341900,2013-04-19 03:25:00+00:00
u18,cs65,2,1,1,"43.70264346,-72.28707",1366424560,2013-04-20 02:22:40+00:00
u18,cs89,2,3,1,"43.70264346,-72.28707",1366424581,2013-04-20 02:23:01+00:00
u18,chin33,1,4,3,"43.70724964,-72.28892471",1366424669,2013-04-20 02:24:29+00:00
u18,chin33,2,1,1,"43.70686672,-72.28679184",1366774462,2013-04-24 03:34:22+00:00
u19,film 51,2,3,1,"43.70690704,-72.28632015",1364368965,2013-03-27 07:22:45+00:00
u19,cs65,2,3,3,"43.70690704,-72.28632015",1364429003,2013-03-28 00:03:23+00:00
u19,cs6,2,1,2,"43.70704108,-72.28607855999999",1364515293,2013-03-29 00:01:33+00:00
u19,cs65,2,3,1,"43.70287094,-72.28989253",1364602436,2013-03-30 00:13:56+00:00
u19,cs65,1,3,1,"43.70682761,-72.28580473",1364847560,2013-04-01 20:19:20+00:00
u19,cs50,1,1,3,"43.70703814,-72.28709238",1364860960,2013-04-02 00:02:40+00:00
u19,film51,2,1,2,"43.70693078,-72.2855125",1364941269,2013-04-02 22:21:09+00:00
u19,cs65,2,1,3,"43.70699519,-72.2857657",1365016711,2013-04-03 19:18:31+00:00
u19,cs50,2,1,1,"43.70323136,-72.28785021",1365028283,2013-04-03 22:31:23+00:00
u19,film51,2,1,3,"43.70716892,-72.28610704",1365063219,2013-04-04 08:13:39+00:00
u19,film51,1,3,6,"43.70626833,-72.28858324",1365106365,2013-04-04 20:12:45+00:00
u19,cs65,2,1,1,"43.70577175,-72.28809302",1365111609,2013-04-04 21:40:09+00:00
u19,cs65,2,1,2,"43.70701786,-72.28610178",1365189704,2013-04-05 19:21:44+00:00
u19,cs50,2,1,3,"43.70701786,-72.28610178",1365199153,2013-04-05 21:59:13+00:00
u19,cs65,1,3,3,"43.70673487,-72.28562258",1365449458,2013-04-08 19:30:58+00:00
u19,cs50,1,1,12,"43.68326196,-72.28749992",1365476339,2013-04-09 02:58:59+00:00
u19,film51,1,3,3,"43.70307762,-72.28912529",1365554733,2013-04-10 00:45:33+00:00
u19,cs50,2,1,2,"43.70307762,-72.28912529",1365554745,2013-04-10 00:45:45+00:00
u19,cs65,2,3,3,"43.70629212,-72.28804473",1365627063,2013-04-10 20:51:03+00:00
u19,film52,2,3,2,"43.70335463,-72.29031856",1365653736,2013-04-11 04:15:36+00:00
u19,cs50,2,3,2,"43.70335463,-72.29031856",1365653777,2013-04-11 04:16:17+00:00
u19,cs65,2,3,1,"43.70300231,-72.28918281",1365714064,2013-04-11 21:01:04+00:00
u19,film52,2,3,4,"43.70300231,-72.28918281",1365714080,2013-04-11 21:01:20+00:00
u19,cs65,2,3,5,"43.70651205,-72.28555058",1365795454,2013-04-12 19:37:34+00:00
u19,cs50,2,3,6,"43.70646579,-72.28830733",1365803307,2013-04-12 21:48:27+00:00
u19,cs65,2,3,6,"43.70154751,-72.29133289",1366053209,2013-04-15 19:13:29+00:00
u19,cs65,1,3,6,"43.70154751,-72.29133289",1366053231,2013-04-15 19:13:51+00:00
u19,cs50,2,1,7,"43.70154751,-72.29133289",1366082311,2013-04-16 03:18:31+00:00
u19,film51,1,1,6,"43.70637595,-72.28640436",1366157106,2013-04-17 00:05:06+00:00
u19,cs50,2,1,6,"43.70637595,-72.28640436",1366157118,2013-04-17 00:05:18+00:00
u19,cs65,2,3,2,"43.70755427,-72.2855435",1366226616,2013-04-17 19:23:36+00:00
u19,cs50,2,1,6,"43.70755427,-72.2855435",1366234550,2013-04-17 21:35:50+00:00
u19,film51,2,1,2,"43.70226871,-72.29293538",1366251879,2013-04-18 02:24:39+00:00
u19,film51,2,1,2,"43.70226871,-72.29293538",1366251921,2013-04-18 02:25:21+00:00
u19,film51,1,3,5,"43.70734975,-72.28629956",1366361038,2013-04-19 08:43:58+00:00
u19,cs65,2,2,2,"43.70734975,-72.28629956",1366361067,2013-04-19 08:44:27+00:00
u19,cs65,2,3,5,"43.70710128,-72.28578159",1366400601,2013-04-19 19:43:21+00:00
u19,cs50,1,1,7,"43.70639664,-72.28857942",1366407080,2013-04-19 21:31:20+00:00
u19,cs65,1,3,9,"43.70706454,-72.2854433",1366658624,2013-04-22 19:23:44+00:00
u19,cs50,2,3,1,"43.70676468,-72.28542565",1366696862,2013-04-23 06:01:02+00:00
u19,film51,1,3,5,"43.70453889,-72.28787543",1366751359,2013-04-23 21:09:19+00:00
u19,cs50,2,1,1,"43.70453889,-72.28787543",1366761625,2013-04-24 00:00:25+00:00
u19,film51,1,3,5,"43.70266033,-72.289756",1366955647,2013-04-26 05:54:07+00:00
u19,cs65,2,3,5,"43.70711699,-72.28611745",1367011284,2013-04-26 21:21:24+00:00
u19,cs50,2,3,5,"43.70711699,-72.28611745",1367011296,2013-04-26 21:21:36+00:00
u19,cs65,1,3,12,"43.70581683,-72.28726988",1367265618,2013-04-29 20:00:18+00:00
u19,cs50,2,3,12,"43.70581683,-72.28726988",1367270378,2013-04-29 21:19:38+00:00
u19,film52,1,3,2,"43.70101204,-72.28677708",1367400407,2013-05-01 09:26:47+00:00
u19,cs65,2,3,7,"43.70704649,-72.28577054",1367438197,2013-05-01 19:56:37+00:00
u19,cs50,2,3,12,"43.70736468,-72.28658613",1367444422,2013-05-01 21:40:22+00:00
u19,film51,1,3,5,"43.70690988,-72.28699822",1367604118,2013-05-03 18:01:58+00:00
u19,cs66,2,1,5,"43.70690988,-72.28699822",1367607038,2013-05-03 18:50:38+00:00
u19,cs50,2,1,2,"43.70705362,-72.28594706",1367635682,2013-05-04 02:48:02+00:00
u19,film51,2,3,2,Unknown,1367957141,2013-05-07 20:05:41+00:00
u19,cs65,1,1,3,"43.70639951,-72.28840249",1368045044,2013-05-08 20:30:44+00:00
u19,film51,1,3,5,"43.70154413,-72.28815252",1368136980,2013-05-09 22:03:00+00:00
u19,cs65,2,3,2,"43.70680418,-72.28601166",1368217688,2013-05-10 20:28:08+00:00
u19,cs50,1,3,12,"43.70700456,-72.28598088",1368248826,2013-05-11 05:07:06+00:00
u19,cs50,2,3,11,"43.70670191,-72.28568105",1368504054,2013-05-14 04:00:54+00:00
u19,film51,1,1,6,"43.70714135,-72.28594665",1368775507,2013-05-17 07:25:07+00:00
u19,cs50,1,4,11,"43.70161344,-72.28714129",1368830139,2013-05-17 22:35:39+00:00
u19,film51,2,1,3,"43.7040776,-72.29042456",1369210155,2013-05-22 08:09:15+00:00
u19,film51,2,4,4,"43.70693856,-72.28579217",1369295068,2013-05-23 07:44:28+00:00
u19,film51,1,5,4,Unknown,1369383269,2013-05-24 08:14:29+00:00
u19,cs50 ,1,3,11,"43.70689977,-72.28714289",1369852327,2013-05-29 18:32:07+00:00
u19,cs65,1,3,12,"43.70689977,-72.28714289",1369852338,2013-05-29 18:32:18+00:00
u19,film51,1,3,11,"43.70689977,-72.28714289",1369852354,2013-05-29 18:32:34+00:00
u19,cs50,1,3,1,"43.70696465,-72.28583899",1369984272,2013-05-31 07:11:12+00:00
u20,CS 6,2,3,1,Unknown,1364425349,2013-03-27 23:02:29+00:00
u20,cs 65,2,3,2,Unknown,1364439413,2013-03-28 02:56:53+00:00
u20,cs 77 cs 85,2,3,4,Unknown,1364524427,2013-03-29 02:33:47+00:00
u20,cs65,1,3,1,"43.70505982,-72.2892041",1364861337,2013-04-02 00:08:57+00:00
u20,cs65 cs77,2,1,12,"43.70550912,-72.28316809",1365118884,2013-04-04 23:41:24+00:00
u20,cs65,2,1,5,"43.70542431,-72.28320441",1365640285,2013-04-11 00:31:25+00:00
u20,cs65,2,2,5,"43.70527536,-72.28314925",1365724899,2013-04-12 00:01:39+00:00
u20,"cs65
",2,1,1,"43.70595737,-72.28353965",1365811822,2013-04-13 00:10:22+00:00
u22,cs65,2,1,1,"43.70466197,-72.28980065",1364410955,2013-03-27 19:02:35+00:00
u22,nas35,2,1,1,"43.70297565,-72.29074642",1364421820,2013-03-27 22:03:40+00:00
u22,CS50,2,3,1,"43.70296715,-72.29077311",1364421838,2013-03-27 22:03:58+00:00
u22,cs65,2,3,1,"43.70399272,-72.29051569",1364510733,2013-03-28 22:45:33+00:00
u22,cs65,2,3,1,"43.70399272,-72.29051569",1364520026,2013-03-29 01:20:26+00:00
u22,cs65,2,3,3,"43.70414927,-72.29076226",1364583894,2013-03-29 19:04:54+00:00
u22,nas 35,2,1,2,"43.7086476,-72.28468996",1364602848,2013-03-30 00:20:48+00:00
u22,cs 50,2,3,3,"43.7086476,-72.28468996",1364602863,2013-03-30 00:21:03+00:00
u22,cs65,2,1,1,"43.7040117,-72.29030024",1364856723,2013-04-01 22:52:03+00:00
u22,nas 35,2,1,1,"43.7040117,-72.29030024",1364856736,2013-04-01 22:52:16+00:00
u22,cs 50,1,4,5,"43.7040117,-72.29030024",1364856755,2013-04-01 22:52:35+00:00
u22,cs65,2,4,2,"43.70594306,-72.28855419",1365038137,2013-04-04 01:15:37+00:00
u22,nas35,1,3,1,"43.70594306,-72.28855419",1365038149,2013-04-04 01:15:49+00:00
u22,cs50,2,3,4,"43.70594306,-72.28855419",1365038162,2013-04-04 01:16:02+00:00
u22,cs65,2,1,1,"43.70426694,-72.29029645",1365127278,2013-04-05 02:01:18+00:00
u22,cs 65,2,1,1,"43.70405335,-72.29024681",1365192373,2013-04-05 20:06:13+00:00
u22,cs65,2,1,2,"43.70594129,-72.28861531",1365457489,2013-04-08 21:44:49+00:00
u22,cs50,1,3,9,"43.70594129,-72.28861531",1365457502,2013-04-08 21:45:02+00:00
u22,nas35,2,1,2,"43.70594129,-72.28861531",1365457511,2013-04-08 21:45:11+00:00
u22,cs65,2,3,3,"43.70458274,-72.29070844",1365638826,2013-04-11 00:07:06+00:00
u22,nas35,2,1,1,"43.70458274,-72.29070844",1365638834,2013-04-11 00:07:14+00:00
u22,cs50,2,1,1,"43.70458274,-72.29070844",1365638840,2013-04-11 00:07:20+00:00
u22,cs65,2,3,1,"43.70387136,-72.29028439",1365724828,2013-04-12 00:00:28+00:00
u22,cs50,2,3,3,"43.70414838,-72.29074049",1365809099,2013-04-12 23:24:59+00:00
u22,nas35,2,3,1,"43.70414838,-72.29074049",1365809107,2013-04-12 23:25:07+00:00
u22,cs6 5,2,3,1,"43.70426635,-72.29067159",1366325614,2013-04-18 22:53:34+00:00
u22,cs50,2,3,8,"43.70433388,-72.29020625",1368051866,2013-05-08 22:24:26+00:00
u23,cs189,1,1,3,"43.7056123,-72.28333363",1364428290,2013-03-27 23:51:30+00:00
u23,cs77,1,4,2,"43.70562144,-72.28290055",1364524239,2013-03-29 02:30:39+00:00
u23,cs165,1,3,2,"43.70554669,-72.28317492",1364595270,2013-03-29 22:14:30+00:00
u23,cs,1,3,6,"43.70807671,-72.28484292",1364843355,2013-04-01 19:09:15+00:00
u23,cs65,1,3,4,"43.70535878,-72.28320481",1364862623,2013-04-02 00:30:23+00:00
u23,cocs77,1,4,2,"43.70543754,-72.28338833",1364949804,2013-04-03 00:43:24+00:00
u23,cocs 165,1,3,5,"43.7050465,-72.28312759",1365029519,2013-04-03 22:51:59+00:00
u23,cs 65,1,3,1,"43.70517326,-72.28657854",1365120216,2013-04-05 00:03:36+00:00
u23,cs 77,1,1,2,"43.70517326,-72.28657854",1365120243,2013-04-05 00:04:03+00:00
u23,cocs65,1,3,3,"43.70573813,-72.28325543",1365190753,2013-04-05 19:39:13+00:00
u23,cocs 65,1,3,4,"43.70649413,-72.28369421",1365466044,2013-04-09 00:07:24+00:00
u23,cs 77,1,1,1,"43.7056173,-72.2833203",1365561340,2013-04-10 02:35:40+00:00
u23,cocs 165,2,3,4,"43.7056173,-72.2833203",1365639416,2013-04-11 00:16:56+00:00
u23,cs65,1,3,1,"43.70534736,-72.2832336",1365724832,2013-04-12 00:00:32+00:00
u23,cocs 65,1,3,5,"43.7054476,-72.28326768",1365811515,2013-04-13 00:05:15+00:00
u23,cocs65,1,1,4,"43.70548559,-72.28326031",1366243580,2013-04-18 00:06:20+00:00
u24,math 22,2,1,1,"43.632408,-72.31682454",1364517555,2013-03-29 00:39:15+00:00
u24,CS 60,2,1,1,"43.70581146,-72.29026137",1364517557,2013-03-29 00:39:17+00:00
u24,math 22,2,4,1,"43.70633345,-72.29084334",1364590920,2013-03-29 21:02:00+00:00
u24,m&S's 45,2,3,1,"43.70588361,-72.29057766",1364601917,2013-03-30 00:05:17+00:00
u24,cs65,1,2,3,"43.7088764,-72.28421944",1364843123,2013-04-01 19:05:23+00:00
u24,math ,1,1,4,"43.70887046,-72.28422588",1364847716,2013-04-01 20:21:56+00:00
u24,M&SS 45,1,4,2,"43.70540107,-72.29128943",1364865954,2013-04-02 01:25:54+00:00
u24,math 22,2,4,1,"43.70677201,-72.29138349",1364937166,2013-04-02 21:12:46+00:00
u24,math 22,2,1,1,"43.7064761,-72.29088936",1365020011,2013-04-03 20:13:31+00:00
u24,cs65,2,1,1,"43.70610429,-72.29075771",1365192753,2013-04-05 20:12:33+00:00
u24,math22,2,3,2,"43.70610429,-72.29075771",1365192771,2013-04-05 20:12:51+00:00
u24,cs60,2,5,1,"43.70698178,-72.28714864",1365202671,2013-04-05 22:57:51+00:00
u24,cs65,1,1,1,"43.70613935,-72.29098339",1365447929,2013-04-08 19:05:29+00:00
u24,math22,1,4,6,"43.70613935,-72.29098339",1365452824,2013-04-08 20:27:04+00:00
u24,cs60,1,2,9,"43.70615324,-72.29155002",1365470081,2013-04-09 01:14:41+00:00
u24,math 22,2,4,1,"43.70615324,-72.29155002",1365470088,2013-04-09 01:14:48+00:00
u24,math22,2,4,1,"43.70622719,-72.29042601",1365552014,2013-04-10 00:00:14+00:00
u24,CS65,2,1,1,"43.70597871,-72.28908972",1365793713,2013-04-12 19:08:33+00:00
u24,math22,2,1,4,"43.706227,-72.29104106",1365799962,2013-04-12 20:52:42+00:00
u24,m&ss45,2,4,1,Unknown,1366244458,2013-04-18 00:20:58+00:00
u24,math 22,2,3,1,"43.70768728,-72.28472492",1366420866,2013-04-20 01:21:06+00:00
u25,English 28,1,3,2,"43.70105953,-72.28570525",1364429445,2013-03-28 00:10:45+00:00
u25,computer science 65,2,3,2,"43.70909673,-72.28432992",1364521721,2013-03-29 01:48:41+00:00
u25,cs65,2,3,3,"43.70042959,-72.2867107",1364602446,2013-03-30 00:14:06+00:00
u25,no class today,2,1,1,"43.70256973,-72.28784525",1364691524,2013-03-31 00:58:44+00:00
u25,cs65,1,3,2,"43.44242939,-72.06891831",1364868983,2013-04-02 02:16:23+00:00
u25,cs65 section,2,2,2,"43.70065679,-72.28685874",1364945517,2013-04-02 23:31:57+00:00
u25,nas8,1,4,1,"43.7078117,-72.28487208",1365027130,2013-04-03 22:12:10+00:00
u25,English 28,2,3,2,"43.70112268,-72.28657241",1365030879,2013-04-03 23:14:39+00:00
u25,English 28,1,3,2,"43.70866672,-72.28394883",1365104501,2013-04-04 19:41:41+00:00
u25,cs 65,2,3,2,"43.70866672,-72.28394883",1365109505,2013-04-04 21:05:05+00:00
u25,English 28,1,3,2,Unknown,1365188117,2013-04-05 18:55:17+00:00
u25,nas8,2,3,1,Unknown,1365205344,2013-04-05 23:42:24+00:00
u25,nas8,2,1,1,"43.70309694,-72.28992457",1365473793,2013-04-09 02:16:33+00:00
u25,English 28,1,3,2,Unknown,1365619470,2013-04-10 18:44:30+00:00
u25,cs65,2,1,2,Unknown,1365645252,2013-04-11 01:54:12+00:00
u25,cs65,2,2,2,"43.70902013,-72.28426928",1365730340,2013-04-12 01:32:20+00:00
u25,nas8,2,4,1,"43.70615155,-72.28799023",1365815018,2013-04-13 01:03:38+00:00
u25,nas8,2,3,1,"43.70609873,-72.28690685",1366078260,2013-04-16 02:11:00+00:00
u27,japn33,2,2,2,"43.70655446,-72.28713909",1364503039,2013-03-28 20:37:19+00:00
u27,film 42,2,3,4,"43.70274374,-72.28756665",1364541625,2013-03-29 07:20:25+00:00
u27,cs65,2,1,1,"43.70754161,-72.28527106",1364583738,2013-03-29 19:02:18+00:00
u27,cs 65,2,1,4,"43.70405331,-72.28579164",1364690401,2013-03-31 00:40:01+00:00
u27,econ 24,1,1,3,"43.70389316,-72.28575202",1364782076,2013-04-01 02:07:56+00:00
u27,cs65,2,1,4,"43.70413216,-72.28586105",1364849556,2013-04-01 20:52:36+00:00
u27,econ 24,1,1,3,"43.70413216,-72.28586105",1364860823,2013-04-02 00:00:23+00:00
u27,japn 33,1,3,2,"43.70388196,-72.28583882",1364942576,2013-04-02 22:42:56+00:00
u27,cs65,2,4,1,"43.70435602,-72.28669392",1365015557,2013-04-03 18:59:17+00:00
u27,japn33,1,3,4,"43.70360692,-72.28575871",1365027244,2013-04-03 22:14:04+00:00
u27,econ24,1,1,2,"43.70475035,-72.28638803",1365187438,2013-04-05 18:43:58+00:00
u27,econ24,1,1,5,"43.70586093,-72.28868897",1365447124,2013-04-08 18:52:04+00:00
u27,cs65,1,1,5,"43.70586093,-72.28868897",1365447142,2013-04-08 18:52:22+00:00
u27,cs65,2,1,1,"43.7040426,-72.28552632",1365818496,2013-04-13 02:01:36+00:00
u27,cs65,2,1,3,"43.70400104,-72.28585139",1366245784,2013-04-18 00:43:04+00:00
u27,econ 24,1,1,2,"43.70424431,-72.28559775",1366305406,2013-04-18 17:16:46+00:00
u27,cs65,2,1,1,"43.70494158,-72.28811294",1366419747,2013-04-20 01:02:27+00:00
u27,japn33,1,3,3,"43.70494158,-72.28811294",1366423092,2013-04-20 01:58:12+00:00
u27,econ24,1,1,4,"43.70494158,-72.28811294",1366423120,2013-04-20 01:58:40+00:00
u30,CS65,2,3,1,"43.70240618,-72.28732915",1364583786,2013-03-29 19:03:06+00:00
u30,CS50,2,1,3,"43.70240618,-72.28732915",1364593581,2013-03-29 21:46:21+00:00
u30,CS 50,2,3,7,"43.70216667,-72.2862385",1365015403,2013-04-03 18:56:43+00:00
u30,CS 65,1,2,3,"43.70216667,-72.2862385",1365015403,2013-04-03 18:56:43+00:00
u30,Music 3,2,3,2,"43.70324769,-72.29030293",1365015405,2013-04-03 18:56:45+00:00
u30,CS 65,2,3,1,"43.70294473,-72.28772261",1365285713,2013-04-06 22:01:53+00:00
u30,CS 50,2,3,3,"43.70294473,-72.28772261",1365285713,2013-04-06 22:01:53+00:00
u30,CS 50,2,3,2,"43.70294473,-72.28772261",1365285720,2013-04-06 22:02:00+00:00
u30,Music 3,1,3,4,"43.70294473,-72.28772261",1365285720,2013-04-06 22:02:00+00:00
u30,CS 65,2,2,1,"43.70294473,-72.28772261",1365285720,2013-04-06 22:02:00+00:00
u30,CS 50,2,3,1,"43.70260784,-72.28705135",1365566409,2013-04-10 04:00:09+00:00
u30,Music 3,2,3,3,"43.70260784,-72.28705135",1365566409,2013-04-10 04:00:09+00:00
u30,CS 50,2,3,1,"43.70377413,-72.29073246",1365675907,2013-04-11 10:25:07+00:00
u30,CS 65,2,3,2,"43.70377413,-72.29073246",1365675907,2013-04-11 10:25:07+00:00
u30,CS 65,2,3,1,"43.70232979,-72.28706023",1365725254,2013-04-12 00:07:34+00:00
u30,Music 3,2,3,3,"43.70232979,-72.28706023",1365725279,2013-04-12 00:07:59+00:00
u30,CS 50,2,3,2,"43.70301736,-72.28773771",1366159591,2013-04-17 00:46:31+00:00
u30,Music 3,2,3,1,"43.70301736,-72.28773771",1366159664,2013-04-17 00:47:44+00:00
u30,CS 50,2,3,5,"43.7024116,-72.28734492",1366246503,2013-04-18 00:55:03+00:00
u30,CS 65,2,3,1,"43.70267956,-72.28791803",1366246528,2013-04-18 00:55:28+00:00
u30,CS 65,2,3,3,"41.23064284,-73.0728831",1366710464,2013-04-23 09:47:44+00:00
u30,CS 50,2,3,10,"41.23064284,-73.0728831",1366710521,2013-04-23 09:48:41+00:00
u30,CS 65,2,3,1,"43.7024991,-72.28938342",1367562616,2013-05-03 06:30:16+00:00
u30,Music 3,2,2,1,"43.7024991,-72.28938342",1367562641,2013-05-03 06:30:41+00:00
u31,cs65,2,2,3,"43.68056536,-72.29343173",1364435176,2013-03-28 01:46:16+00:00
u31,cs77,2,1,2,"43.68060986,-72.29350695",1364515237,2013-03-29 00:00:37+00:00
u31,cs65,2,1,3,Unknown,1364867692,2013-04-02 01:54:52+00:00
u31,cs189,2,2,4,"43.70972726,-72.28442696",1365027719,2013-04-03 22:21:59+00:00
u31,cs77,2,3,3,"43.70544521,-72.28666208",1365112879,2013-04-04 22:01:19+00:00
u31,cs65,2,5,1,"43.68076836,-72.29354168",1365288294,2013-04-06 22:44:54+00:00
u31,cs77,2,4,11,"43.70752443,-72.28535807",1365638561,2013-04-11 00:02:41+00:00
u31,cs77,2,2,11,"43.70704622,-72.28681936",1365725818,2013-04-12 00:16:58+00:00
u32,cs65,2,3,2,"43.70819533,-72.28464859",1364843455,2013-04-01 19:10:55+00:00
u32,math23,2,1,1,"43.70574271,-72.28946233",1364855460,2013-04-01 22:31:00+00:00
u32,cs65,2,3,3,"43.7032657,-72.29045059",1364936375,2013-04-02 20:59:35+00:00
u32,math23,2,4,1,"43.7032657,-72.29045059",1364939852,2013-04-02 21:57:32+00:00
u32,cs69,1,1,3,"43.70348694,-72.29093353",1364955574,2013-04-03 02:19:34+00:00
