user_id,level,location,resp_time,datetime_utc
u08,1,"43.70376214,-72.28616855",1365301608,2013-04-07 02:26:48+00:00
u08,1,"43.70278047,-72.28749202",1365389650,2013-04-08 02:54:10+00:00
u08,1,"43.70364811,-72.28649081",1365500179,2013-04-09 09:36:19+00:00
u08,1,"43.70357235,-72.28662725",1365545327,2013-04-09 22:08:47+00:00
u08,3,"43.70731779,-72.2868045",1365590059,2013-04-10 10:34:19+00:00
u08,3,"43.70370174,-72.28680811",1365616172,2013-04-10 17:49:32+00:00
u08,1,"43.70370174,-72.28680811",1365651462,2013-04-11 03:37:42+00:00
u08,2,"43.70314121,-72.28659035",1365733253,2013-04-12 02:20:53+00:00
u08,2,"43.70314121,-72.28659035",1365747918,2013-04-12 06:25:18+00:00
u08,2,"43.70314121,-72.28659035",1365770153,2013-04-12 12:35:53+00:00
u08,2,"43.70385469,-72.28643647",1365818216,2013-04-13 01:56:56+00:00
u08,2,"43.70385469,-72.28643647",1365852894,2013-04-13 11:34:54+00:00
u08,2,"43.70360138,-72.28652466",1365917932,2013-04-14 05:38:52+00:00
u08,2,"43.70343873,-72.28651243",1365998848,2013-04-15 04:07:28+00:00
u08,3,"43.70343873,-72.28651243",1366010517,2013-04-15 07:21:57+00:00
u08,2,"43.70547864,-72.28756321",1366057262,2013-04-15 20:21:02+00:00
u08,2,"43.70322923,-72.28831716",1366086828,2013-04-16 04:33:48+00:00
u08,2,"43.70691883,-72.28761119",1366175231,2013-04-17 05:07:11+00:00
u08,2,"43.70430223,-72.29046297",1366265194,2013-04-18 06:06:34+00:00
u08,3,"43.70430223,-72.29046297",1366317256,2013-04-18 20:34:16+00:00
u08,2,"43.70518194,-72.28800233",1366489231,2013-04-20 20:20:31+00:00
u08,3,"43.70406215,-72.28755806",1366575699,2013-04-21 20:21:39+00:00
u08,2,"43.7052687,-72.28811786",1366698648,2013-04-23 06:30:48+00:00
u08,2,"43.7052687,-72.28811786",1366706995,2013-04-23 08:49:55+00:00
u08,2,"43.70434734,-72.28679491",1366758108,2013-04-23 23:01:48+00:00
u08,3,"43.70440204,-72.29052256",1366851437,2013-04-25 00:57:17+00:00
u08,3,"43.70369581,-72.28686269",1366926960,2013-04-25 21:56:00+00:00
u08,3,"43.70277439,-72.28880163",1366960451,2013-04-26 07:14:11+00:00
u08,2,"43.70277439,-72.28880163",1366964391,2013-04-26 08:19:51+00:00
u08,2,"43.7037697,-72.28671187",1367002852,2013-04-26 19:00:52+00:00
u08,3,"43.70295661,-72.28995533",1367022689,2013-04-27 00:31:29+00:00
u08,2,Unknown,1367193909,2013-04-29 00:05:09+00:00
u08,2,Unknown,1367266965,2013-04-29 20:22:45+00:00
u08,3,"43.70327826,-72.28641283",1367367218,2013-05-01 00:13:38+00:00
u08,1,"43.70708811,-72.28767562",1367399807,2013-05-01 09:16:47+00:00
