user_id,resp_time,datetime_utc,sleep_hours,sleep_quality,sleepiness,location
u10,1366307442,2013-04-18 17:50:42+00:00,8,2,3,"43.7050225,-72.28939767"
u10,1366564827,2013-04-21 17:20:27+00:00,8,2,1,"43.70539179,-72.28841197"
u10,1366651287,2013-04-22 17:21:27+00:00,8,2,1,"43.70324408,-72.28961597"
u10,1366735707,2013-04-23 16:48:27+00:00,6,3,1,"43.70324408,-72.28961597"
u10,1366739797,2013-04-23 17:56:37+00:00,6,3,1,"43.70324408,-72.28961597"
u10,1366998263,2013-04-26 17:44:23+00:00,8,2,4,"43.70330372,-72.2898598"
u10,1367082041,2013-04-27 17:00:41+00:00,8,3,1,"43.70416259,-72.2875169"
u10,1367256438,2013-04-29 17:27:18+00:00,8,3,1,"43.70340655,-72.28873632"
u10,1367344511,2013-04-30 17:55:11+00:00,7,4,1,"43.70160853,-72.28805517"
u10,1367431039,2013-05-01 17:57:19+00:00,8,2,1,"43.70412157,-72.28527572"
u10,1367517559,2013-05-02 17:59:19+00:00,8,1,1,"43.70412157,-72.28527572"
u10,1367616212,2013-05-03 21:23:32+00:00,7,2,1,"43.70431466,-72.28543542"
u10,1367782318,2013-05-05 19:31:58+00:00,7,2,1,"43.70428011,-72.28681054"
u10,1367862799,2013-05-06 17:53:19+00:00,8,2,1,"43.70290684,-72.28530452"
u10,1367949258,2013-05-07 17:54:18+00:00,5,2,1,"43.70321757,-72.28619493"
u10,1368034760,2013-05-08 17:39:20+00:00,10,2,1,"43.70420958,-72.28780578"
u10,1368209736,2013-05-10 18:15:36+00:00,10,2,1,"43.70721373,-72.28551043"
u10,1368295145,2013-05-11 17:59:05+00:00,10,2,1,"43.70274793,-72.28753523"
u10,1368386897,2013-05-12 19:28:17+00:00,10,2,1,"43.70274636,-72.28946321"
u10,1368557783,2013-05-14 18:56:23+00:00,10,2,1,"43.70345358,-72.28778708"
u10,1368730977,2013-05-16 19:02:57+00:00,10,2,1,"43.70620585,-72.28792804"
u10,1369162296,2013-05-21 18:51:36+00:00,10,1,1,Unknown
u10,1369855726,2013-05-29 19:28:46+00:00,7,2,1,"43.70288597,-72.29129431"
u12,1364118660,2013-03-24 09:51:00+00:00,,,,
u12,1364122186,2013-03-24 10:49:46+00:00,,,,
u12,1364122188,2013-03-24 10:49:48+00:00,,,,
u12,1364122188,2013-03-24 10:49:48+00:00,,,,
u12,1364122190,2013-03-24 10:49:50+00:00,,,,
u12,1364122192,2013-03-24 10:49:52+00:00,,,,
u12,1364405742,2013-03-27 17:35:42+00:00,6,2,1,"43.63687425,-72.28544436"
u12,1364491492,2013-03-28 17:24:52+00:00,8,1,1,"43.67698318,-72.26028412"
u12,1364577000,2013-03-29 17:10:00+00:00,8,1,1,"43.70977927,-72.28303993"
u12,1364664139,2013-03-30 17:22:19+00:00,7,3,1,"43.63753107,-72.24846418"
u12,1364744113,2013-03-31 15:35:13+00:00,9,1,1,"43.63765489,-72.2487072"
u12,1364838766,2013-04-01 17:52:46+00:00,7,2,1,"43.70850413,-72.28575574"
u12,1364916780,2013-04-02 15:33:00+00:00,8,1,1,"43.63748657,-72.2482552"
u12,1365003202,2013-04-03 15:33:22+00:00,7,3,1,"43.63745411,-72.24846941"
u12,1365009967,2013-04-03 17:26:07+00:00,8,1,1,"43.63766483,-72.2485018"
u12,1365105895,2013-04-04 20:04:55+00:00,7,3,1,"43.70770892,-72.28875085"
u12,1365184166,2013-04-05 17:49:26+00:00,8,2,1,"43.70291796,-72.29076097"
u12,1365433497,2013-04-08 15:04:57+00:00,5,1,2,"37.07031926,-76.35966675"
u12,1365613228,2013-04-10 17:00:28+00:00,7,2,1,"43.63744706,-72.2481714"
u12,1365616687,2013-04-10 17:58:07+00:00,6,1,1,"43.63733001,-72.24831108"
u12,1365706548,2013-04-11 18:55:48+00:00,8,1,1,"43.63760479,-72.24817944"
u12,1365788914,2013-04-12 17:48:34+00:00,7,2,1,"43.70651514,-72.28830687"
u12,1365875565,2013-04-13 17:52:45+00:00,9,1,1,"43.63769981,-72.24843196"
u12,1365958809,2013-04-14 17:00:09+00:00,8,1,1,"43.63755737,-72.24817945"
u12,1366045771,2013-04-15 17:09:31+00:00,6,2,1,"43.70661726,-72.28610243"
u12,1366131955,2013-04-16 17:05:55+00:00,6,3,1,"43.6377843,-72.24839682"
u12,1367341731,2013-04-30 17:08:51+00:00,7,1,1,"43.63730762,-72.24814653"
u12,1367602257,2013-05-03 17:30:57+00:00,8,3,1,"43.6376426,-72.24851725"
u12,1368726355,2013-05-16 17:45:55+00:00,11,1,1,"43.63767795,-72.24819483"
u12,1369503244,2013-05-25 17:34:04+00:00,11,1,3,"43.6944467,-72.27895006"
u12,1370020021,2013-05-31 17:07:01+00:00,11,1,1,"43.63764029,-72.2483575"
u12,1370283386,2013-06-03 18:16:26+00:00,11,1,1,"43.7072019,-72.28658185"
u13,1364118745,2013-03-24 09:52:25+00:00,,,,
u13,1364122149,2013-03-24 10:49:09+00:00,,,,
u13,1364122151,2013-03-24 10:49:11+00:00,,,,
u13,1364122153,2013-03-24 10:49:13+00:00,,,,
u13,1364122155,2013-03-24 10:49:15+00:00,,,,
u13,1365445656,2013-04-08 18:27:36+00:00,8,1,1,"43.65165759,-72.30982479"
u14,1364118745,2013-03-24 09:52:25+00:00,,,,
u14,1364121451,2013-03-24 10:37:31+00:00,,,,
u14,1364121453,2013-03-24 10:37:33+00:00,,,,
u14,1364121454,2013-03-24 10:37:34+00:00,,,,
u14,1364121783,2013-03-24 10:43:03+00:00,,,,
u14,1364579514,2013-03-29 17:51:54+00:00,7,2,1,"43.70509271,-72.28680761"
u14,1364584946,2013-03-29 19:22:26+00:00,7,2,1,"43.70509271,-72.28680761"
u14,1364669916,2013-03-30 18:58:36+00:00,5,2,1,"43.70503113,-72.28694162"
u14,1364811748,2013-04-01 10:22:28+00:00,7,3,1,"43.70516844,-72.28680259"
u14,1364837967,2013-04-01 17:39:27+00:00,7,2,1,
u14,1364927062,2013-04-02 18:24:22+00:00,9,2,1,"43.70481251,-72.28700429"
u14,1365009105,2013-04-03 17:11:45+00:00,6,2,1,"43.7049256,-72.28632081"
u14,1365096620,2013-04-04 17:30:20+00:00,8,1,1,"43.70500868,-72.28667785"
u14,1365178084,2013-04-05 16:08:04+00:00,6,2,3,"43.70491826,-72.28692692"
u14,1365182784,2013-04-05 17:26:24+00:00,6,2,3,"43.70491826,-72.28692692"
u14,1365281229,2013-04-06 20:47:09+00:00,8,2,2,"43.70506289,-72.28675801"
u14,1365357558,2013-04-07 17:59:18+00:00,5,1,1,"43.7044612,-72.28747684"
u14,1365519406,2013-04-09 14:56:46+00:00,6,1,2,"43.70491146,-72.28659003"
u14,1365528361,2013-04-09 17:26:01+00:00,6,1,1,"43.70491146,-72.28659003"
u14,1365627860,2013-04-10 21:04:20+00:00,6,3,3,"43.70498939,-72.28699053"
u14,1365704117,2013-04-11 18:15:17+00:00,9,1,2,"43.70511041,-72.28702345"
u14,1365789746,2013-04-12 18:02:26+00:00,7,2,2,"43.70460577,-72.28671025"
u14,1366043982,2013-04-15 16:39:42+00:00,8,1,1,"43.70545641,-72.28669002"
u14,1366046127,2013-04-15 17:15:27+00:00,8,1,1,"43.70545641,-72.28669002"
u14,1366214236,2013-04-17 15:57:16+00:00,8,1,1,"43.70498624,-72.28674182"
u14,1366308570,2013-04-18 18:09:30+00:00,7,2,2,"43.70506325,-72.28676239"
u14,1366566999,2013-04-21 17:56:39+00:00,7,1,1,"43.70497161,-72.28670851"
u14,1366653367,2013-04-22 17:56:07+00:00,6,2,1,"43.70494282,-72.28700713"
u14,1366739431,2013-04-23 17:50:31+00:00,7,2,1,"43.70494497,-72.28655078"
u14,1367262861,2013-04-29 19:14:21+00:00,4,3,1,"43.70507579,-72.28712698"
u14,1367427602,2013-05-01 17:00:02+00:00,6,2,1,"43.70238157,-72.28744885"
u14,1367517117,2013-05-02 17:51:57+00:00,9,1,1,"43.70203484,-72.28768856"
u14,1367603986,2013-05-03 17:59:46+00:00,9,1,1,"43.70508371,-72.28699762"
u14,1367862796,2013-05-06 17:53:16+00:00,7,1,1,"43.70488631,-72.28725883"
u14,1368122572,2013-05-09 18:02:52+00:00,8,1,1,"43.70513216,-72.28744864"
u15,1364118941,2013-03-24 09:55:41+00:00,,,,
u15,1364122069,2013-03-24 10:47:49+00:00,,,,
u15,1364122071,2013-03-24 10:47:51+00:00,,,,
u15,1364122073,2013-03-24 10:47:53+00:00,,,,
u15,1364122075,2013-03-24 10:47:55+00:00,,,,
u15,1364546203,2013-03-29 08:36:43+00:00,7,2,3,Unknown
u15,1364583743,2013-03-29 19:02:23+00:00,8,1,1,"43.70603333,-72.28705357"
u15,1364695641,2013-03-31 02:07:21+00:00,8,1,1,"43.70471098,-72.2906745"
u15,1364966303,2013-04-03 05:18:23+00:00,6,3,1,"43.70671181,-72.28623406"
u15,1365007335,2013-04-03 16:42:15+00:00,8,2,1,"43.70457417,-72.29062836"
u15,1365012097,2013-04-03 18:01:37+00:00,8,2,1,"43.70428082,-72.28776631"
u15,1365184829,2013-04-05 18:00:29+00:00,6,2,1,"43.70384903,-72.28732435"
u15,1365395364,2013-04-08 04:29:24+00:00,10,2,2,"41.50578384,-71.45561789"
u15,1365395365,2013-04-08 04:29:25+00:00,10,1,1,Unknown
u15,1365443996,2013-04-08 17:59:56+00:00,6,3,1,"43.70384519,-72.28717248"
u15,1365526606,2013-04-09 16:56:46+00:00,8,3,1,"43.70423505,-72.29046602"
u15,1365616874,2013-04-10 18:01:14+00:00,7,2,1,"43.70578547,-72.28703541"
u15,1365791870,2013-04-12 18:37:50+00:00,6,2,3,Unknown
u15,1366049005,2013-04-15 18:03:25+00:00,6,1,1,"43.70808053,-72.28506786"
u15,1366167725,2013-04-17 03:02:05+00:00,9,1,1,"43.70591041,-72.28826857"
u15,1366167770,2013-04-17 03:02:50+00:00,8,1,1,"43.70591041,-72.28826857"
u15,1366316159,2013-04-18 20:15:59+00:00,6,2,1,Unknown
u15,1366653844,2013-04-22 18:04:04+00:00,8,1,1,"43.70746352,-72.28565777"
u15,1369847081,2013-05-29 17:04:41+00:00,4,4,1,Unknown
u16,1364121764,2013-03-24 10:42:44+00:00,,,,
u16,1364121766,2013-03-24 10:42:46+00:00,,,,
u16,1364121767,2013-03-24 10:42:47+00:00,,,,
u16,1364121768,2013-03-24 10:42:48+00:00,,,,
u16,1364121770,2013-03-24 10:42:50+00:00,,,,
u16,1364399023,2013-03-27 15:43:43+00:00,7,2,1,"43.70648373,-72.28839429"
u16,1364407217,2013-03-27 18:00:17+00:00,7,2,1,"43.70646168,-72.28822731"
u16,1364493992,2013-03-28 18:06:32+00:00,7,2,1,"43.70502111,-72.29058862"
u16,1364573500,2013-03-29 16:11:40+00:00,8,2,2,"43.70522803,-72.28957771"
u16,1364577195,2013-03-29 17:13:15+00:00,8,2,2,"43.70355272,-72.29052274"
u16,1364673574,2013-03-30 19:59:34+00:00,8,1,1,"43.70724486,-72.28721651"
u16,1364757190,2013-03-31 19:13:10+00:00,9,1,1,"43.70490618,-72.2903464"
u16,1364831310,2013-04-01 15:48:30+00:00,8,2,1,"43.70358976,-72.29054215"
u16,1364924938,2013-04-02 17:48:58+00:00,9,1,2,"43.70358976,-72.29054215"
u16,1365011987,2013-04-03 17:59:47+00:00,8,2,1,"43.70450379,-72.28884561"
u16,1365099587,2013-04-04 18:19:47+00:00,8,2,1,"43.70393687,-72.29111144"
u16,1365185028,2013-04-05 18:03:48+00:00,8,1,1,Unknown
u16,1365286631,2013-04-06 22:17:11+00:00,10,2,1,"43.703672,-72.29074429"
u16,1365364432,2013-04-07 19:53:52+00:00,8,1,1,"43.70362252,-72.29130382"
u16,1365444124,2013-04-08 18:02:04+00:00,7,2,1,"43.70411779,-72.28816375"
u16,1365535634,2013-04-09 19:27:14+00:00,8,1,3,Unknown
u16,1365616173,2013-04-10 17:49:33+00:00,6,3,1,"43.70474513,-72.28856577"
u16,1365711227,2013-04-11 20:13:47+00:00,9,2,1,Unknown
u16,1365795279,2013-04-12 19:34:39+00:00,6,2,1,"43.70364199,-72.29076278"
u16,1365877348,2013-04-13 18:22:28+00:00,9,2,1,"43.70364199,-72.29076278"
u16,1365964259,2013-04-14 18:30:59+00:00,7,3,1,"43.70348086,-72.29159422"
u16,1366048126,2013-04-15 17:48:46+00:00,5,2,1,"43.70350683,-72.28981599"
u16,1366136289,2013-04-16 18:18:09+00:00,8,3,1,"43.70383103,-72.28971738"
u16,1366221839,2013-04-17 18:03:59+00:00,7,2,1,"43.71269528,-72.28398406"
u16,1366317551,2013-04-18 20:39:11+00:00,7,2,1,"43.70378332,-72.29056908"
u16,1366387553,2013-04-19 16:05:53+00:00,7,3,1,"43.70370463,-72.29071195"
u16,1366476278,2013-04-20 16:44:38+00:00,7,2,2,"43.70381863,-72.2910568"
u16,1366563614,2013-04-21 17:00:14+00:00,8,1,2,"43.70389767,-72.29092793"
u16,1366652124,2013-04-22 17:35:24+00:00,7,2,2,"43.70366774,-72.29147122"
u16,1366733810,2013-04-23 16:16:50+00:00,8,3,1,"43.70378422,-72.29157491"
u16,1366956984,2013-04-26 06:16:24+00:00,5,4,2,"43.70381392,-72.29084126"
u16,1366995781,2013-04-26 17:03:01+00:00,9,2,2,"43.70381392,-72.29084126"
u16,1367173445,2013-04-28 18:24:05+00:00,7,2,1,"43.70380827,-72.290783"
u16,1367254817,2013-04-29 17:00:17+00:00,6,3,1,"43.70373463,-72.29053354"
u16,1367341859,2013-04-30 17:10:59+00:00,6,3,1,"43.70376088,-72.29035391"
u16,1367431182,2013-05-01 17:59:42+00:00,8,1,1,"43.70358001,-72.29105521"
u16,1367515650,2013-05-02 17:27:30+00:00,8,2,1,Unknown
u16,1367604039,2013-05-03 18:00:39+00:00,9,2,1,"43.70360319,-72.29109274"
u16,1367691094,2013-05-04 18:11:34+00:00,8,3,1,"43.70355342,-72.29047722"
u16,1367773815,2013-05-05 17:10:15+00:00,8,2,1,"43.70397531,-72.28989529"
u16,1367860622,2013-05-06 17:17:02+00:00,7,1,1,"43.70369577,-72.29064258"
u16,1367948842,2013-05-07 17:47:22+00:00,8,2,2,"43.70534496,-72.29049134"
u16,1368034599,2013-05-08 17:36:39+00:00,10,2,1,"43.70444528,-72.29050901"
u16,1368207248,2013-05-10 17:34:08+00:00,9,1,1,"43.70345091,-72.29056717"
u16,1368290020,2013-05-11 16:33:40+00:00,10,2,2,"43.70317722,-72.28939878"
u16,1368300278,2013-05-11 19:24:38+00:00,10,2,2,"43.70317722,-72.28939878"
u16,1368386000,2013-05-12 19:13:20+00:00,6,2,1,Unknown
u16,1368471945,2013-05-13 19:05:45+00:00,13,2,1,"43.70339979,-72.28817654"
u16,1368552676,2013-05-14 17:31:16+00:00,9,3,1,"43.70391463,-72.28988644"
u16,1368641232,2013-05-15 18:07:12+00:00,9,2,1,"43.70374249,-72.29050587"
u16,1368818768,2013-05-17 19:26:08+00:00,8,1,1,Unknown
u16,1368904464,2013-05-18 19:14:24+00:00,8,2,1,Unknown
u16,1368994773,2013-05-19 20:19:33+00:00,13,1,1,"43.70633473,-72.28883226"
u16,1369073643,2013-05-20 18:14:03+00:00,9,1,1,Unknown
u16,1369152715,2013-05-21 16:11:55+00:00,7,1,1,Unknown
u16,1369152726,2013-05-21 16:12:06+00:00,7,1,2,Unknown
u16,1369240942,2013-05-22 16:42:22+00:00,6,2,1,"43.70708133,-72.28751809"
u16,1369349347,2013-05-23 22:49:07+00:00,6,2,1,"43.70675104,-72.28740962"
u16,1369417056,2013-05-24 17:37:36+00:00,13,1,1,"43.70372826,-72.29097234"
u16,1369504990,2013-05-25 18:03:10+00:00,8,1,1,"43.70392831,-72.29052029"
u16,1369590146,2013-05-26 17:42:26+00:00,9,1,1,"43.70395666,-72.29093617"
u16,1369677601,2013-05-27 18:00:01+00:00,13,3,1,"43.70390249,-72.29064079"
u16,1369761592,2013-05-28 17:19:52+00:00,11,3,1,"43.68753666,-72.29250241"
u16,1369842295,2013-05-29 15:44:55+00:00,1,4,1,"43.68753666,-72.29250241"
u16,1369848591,2013-05-29 17:29:51+00:00,1,1,1,"43.68753666,-72.29250241"
u17,1364121521,2013-03-24 10:38:41+00:00,,,,
u17,1364121523,2013-03-24 10:38:43+00:00,,,,
u17,1364121525,2013-03-24 10:38:45+00:00,,,,
u17,1364121526,2013-03-24 10:38:46+00:00,,,,
u17,1364121565,2013-03-24 10:39:25+00:00,,,,
u17,1364121568,2013-03-24 10:39:28+00:00,,,,
u17,1364417706,2013-03-27 20:55:06+00:00,6,2,2,"43.70605071,-72.28863023"
u17,1364492939,2013-03-28 17:48:59+00:00,7,2,3,"43.70704086,-72.28731294"
u17,1364577324,2013-03-29 17:15:24+00:00,7,3,1,"43.70465195,-72.29099209"
u17,1364675997,2013-03-30 20:39:57+00:00,7,2,2,"43.70406856,-72.29058126"
u17,1364755376,2013-03-31 18:42:56+00:00,6,3,1,"43.70470793,-72.29118335"
u17,1364838041,2013-04-01 17:40:41+00:00,7,3,2,"43.70425434,-72.29121363"
u17,1365010863,2013-04-03 17:41:03+00:00,6,3,3,"43.70629105,-72.28869027"
u17,1365486860,2013-04-09 05:54:20+00:00,5,2,2,"43.70629105,-72.28869027"
u17,1365486863,2013-04-09 05:54:23+00:00,0,4,2,"43.70426189,-72.29088555"
u17,1365486864,2013-04-09 05:54:24+00:00,4,3,2,"43.70533787,-72.28805256"
u17,1365486867,2013-04-09 05:54:27+00:00,6,2,1,"43.70512967,-72.28920458"
u17,1365486871,2013-04-09 05:54:31+00:00,6,2,2,"43.7046699,-72.29098352"
u17,1365486873,2013-04-09 05:54:33+00:00,6,2,1,"43.70467368,-72.29087023"
u17,1365616640,2013-04-10 17:57:20+00:00,5,3,3,"43.70556943,-72.28809499"
u17,1365702370,2013-04-11 17:46:10+00:00,4,2,3,"43.70380893,-72.28772947"
u17,1365789721,2013-04-12 18:02:01+00:00,3,2,3,"43.70434729,-72.29081836"
u17,1365881544,2013-04-13 19:32:24+00:00,8,1,3,"43.70459704,-72.29138802"
u17,1366045892,2013-04-15 17:11:32+00:00,4,3,2,Unknown
u17,1366132161,2013-04-16 17:09:21+00:00,4,3,3,"43.70495522,-72.29090614"
u17,1366156291,2013-04-16 23:51:31+00:00,5,3,3,"43.70495522,-72.29090614"
u17,1366221525,2013-04-17 17:58:45+00:00,5,3,2,"43.70495522,-72.29090614"
u17,1366307232,2013-04-18 17:47:12+00:00,5,3,1,"43.70460031,-72.29111515"
u17,1366338994,2013-04-19 02:36:34+00:00,5,4,2,"43.70237732,-72.28914013"
u17,1366394243,2013-04-19 17:57:23+00:00,4,3,1,"43.70477525,-72.2912571"
u17,1366487213,2013-04-20 19:46:53+00:00,8,3,2,Unknown
u17,1366582222,2013-04-21 22:10:22+00:00,6,2,2,Unknown
u17,1366996143,2013-04-26 17:09:03+00:00,4,2,2,"43.7060191,-72.28758328"
u17,1367108624,2013-04-28 00:23:44+00:00,5,3,2,"43.70366438,-72.2901632"
u17,1367210034,2013-04-29 04:33:54+00:00,4,2,3,Unknown
u17,1367430164,2013-05-01 17:42:44+00:00,5,2,3,"43.7046102,-72.29099328"
u17,1367603775,2013-05-03 17:56:15+00:00,5,3,2,"43.70405489,-72.28757532"
u17,1367949437,2013-05-07 17:57:17+00:00,4,2,2,"43.70418222,-72.29064333"
u17,1368035185,2013-05-08 17:46:25+00:00,1,3,3,"43.70632774,-72.28670996"
u17,1368467681,2013-05-13 17:54:41+00:00,3,4,3,"43.70440021,-72.29112204"
u17,1368582586,2013-05-15 01:49:46+00:00,1,3,4,"43.70673393,-72.28776049"
u17,1368644189,2013-05-15 18:56:29+00:00,1,4,4,"43.704622379999996,-72.29115798"
u17,1368784376,2013-05-17 09:52:56+00:00,9,2,3,"43.70419436,-72.29111957"
u17,1368905125,2013-05-18 19:25:25+00:00,3,3,3,"43.70551279,-72.29153409"
u17,1369075558,2013-05-20 18:45:58+00:00,2,4,4,"43.70551279,-72.29153409"
u17,1370101099,2013-06-01 15:38:19+00:00,10,2,4,"43.70583041,-72.28925846"
u18,1364121772,2013-03-24 10:42:52+00:00,,,,
u18,1364121773,2013-03-24 10:42:53+00:00,,,,
u18,1364121775,2013-03-24 10:42:55+00:00,,,,
u18,1364121776,2013-03-24 10:42:56+00:00,,,,
u18,1364121848,2013-03-24 10:44:08+00:00,,,,
u18,1364121853,2013-03-24 10:44:13+00:00,,,,
u18,1364403733,2013-03-27 17:02:13+00:00,9,1,2,"43.70687522,-72.28935409"
u18,1364407331,2013-03-27 18:02:11+00:00,8,1,1,"43.70687522,-72.28935409"
u18,1364491032,2013-03-28 17:17:12+00:00,8,1,1,"43.70725878,-72.28908602999999"
u18,1364571443,2013-03-29 15:37:23+00:00,7,2,2,"43.70740815,-72.28911409"
u18,1364577116,2013-03-29 17:11:56+00:00,7,1,1,"43.70712161,-72.28902635"
u18,1364749310,2013-03-31 17:01:50+00:00,7,1,2,"43.70730033,-72.28913193"
u18,1364839378,2013-04-01 18:02:58+00:00,7,1,3,"43.70300616,-72.28763907"
u18,1364922173,2013-04-02 17:02:53+00:00,9,1,2,"43.70736968,-72.28918996"
u18,1365007602,2013-04-03 16:46:42+00:00,5,2,2,"43.70759124,-72.28920206"
u18,1365012025,2013-04-03 18:00:25+00:00,5,2,1,"43.70294491,-72.28786798"
u18,1365182224,2013-04-05 17:17:04+00:00,5,3,3,"43.70500601,-72.28802766"
u18,1365185610,2013-04-05 18:13:30+00:00,5,1,1,"43.70605791,-72.28694024"
u18,1365269856,2013-04-06 17:37:36+00:00,8,1,1,"43.70760886,-72.28913276"
u18,1365394294,2013-04-08 04:11:34+00:00,9,1,1,"43.70730177,-72.28915579"
u18,1365441385,2013-04-08 17:16:25+00:00,7,1,2,"43.70518901,-72.2895567"
u18,1365551668,2013-04-09 23:54:28+00:00,7,1,1,"43.70741131,-72.28909446"
u18,1365617169,2013-04-10 18:06:09+00:00,5,4,2,"43.70489004,-72.28783747"
u18,1365703903,2013-04-11 18:11:43+00:00,5,4,3,"43.70288021,-72.29096487"
u18,1365710892,2013-04-11 20:08:12+00:00,5,3,4,"43.70730854,-72.287476"
u18,1365802554,2013-04-12 21:35:54+00:00,0,4,3,"43.70815083,-72.28904366"
u18,1365966372,2013-04-14 19:06:12+00:00,5,1,1,"43.70736373,-72.28909608"
u18,1366223478,2013-04-17 18:31:18+00:00,7,2,3,"43.70739738,-72.28890727"
u18,1366305176,2013-04-18 17:12:56+00:00,6,2,2,"43.70739738,-72.28890727"
u18,1366341939,2013-04-19 03:25:39+00:00,6,1,2,"43.70264346,-72.28707"
u18,1366560470,2013-04-21 16:07:50+00:00,9,1,3,"43.70747855,-72.28919547"
u18,1366561166,2013-04-21 16:19:26+00:00,6,2,1,"43.70747855,-72.28919547"
u18,1366569150,2013-04-21 18:32:30+00:00,7,1,1,"43.70747855,-72.28919547"
u18,1367341725,2013-04-30 17:08:45+00:00,0,4,1,"43.70675911,-72.28704289"
u18,1367515873,2013-05-02 17:31:13+00:00,4,2,2,"43.70562403,-72.28962377"
u18,1367602295,2013-05-03 17:31:35+00:00,7,3,1,"43.70739317,-72.28896594"
u18,1368639074,2013-05-15 17:31:14+00:00,8,1,1,"43.70704503,-72.2889001"
u18,1369597760,2013-05-26 19:49:20+00:00,1,1,1,"43.70732876,-72.28925613"
u18,1369847473,2013-05-29 17:11:13+00:00,1,1,1,Unknown
u19,1364118938,2013-03-24 09:55:38+00:00,,,,
u19,1364122311,2013-03-24 10:51:51+00:00,,,,
u19,1364122313,2013-03-24 10:51:53+00:00,,,,
u19,1364122313,2013-03-24 10:51:53+00:00,,,,
u19,1364122315,2013-03-24 10:51:55+00:00,,,,
u19,1364122316,2013-03-24 10:51:56+00:00,,,,
u19,1364368981,2013-03-27 07:23:01+00:00,8,1,1,"43.70690704,-72.28632015"
u19,1364412531,2013-03-27 19:28:51+00:00,8,1,1,"43.70690704,-72.28632015"
u19,1364490025,2013-03-28 17:00:25+00:00,8,2,1,"43.700133459999996,-72.29134407"
u19,1364577973,2013-03-29 17:26:13+00:00,7,2,1,"43.70705849,-72.28616283"
u19,1364805198,2013-04-01 08:33:18+00:00,7,3,1,Unknown
u19,1364836368,2013-04-01 17:12:48+00:00,8,1,1,"43.70683851,-72.2861567"
u19,1364922575,2013-04-02 17:09:35+00:00,8,1,1,"43.70693078,-72.2855125"
u19,1365009212,2013-04-03 17:13:32+00:00,8,2,1,"43.70708116,-72.28593836"
u19,1365095910,2013-04-04 17:18:30+00:00,7,2,2,"43.707185,-72.28624139"
u19,1365182061,2013-04-05 17:14:21+00:00,7,2,2,"43.70703099,-72.28607976"
u19,1365265797,2013-04-06 16:29:57+00:00,5,2,2,"43.70338929,-72.29081561"
u19,1365270119,2013-04-06 17:41:59+00:00,5,2,2,"43.70341822,-72.29023895"
u19,1365357577,2013-04-07 17:59:37+00:00,7,2,3,"43.7039954,-72.29034683"
u19,1365440439,2013-04-08 17:00:39+00:00,8,1,3,"43.70694223,-72.28568637"
u19,1365528176,2013-04-09 17:22:56+00:00,8,1,2,"43.70668606,-72.28578397"
u19,1365616706,2013-04-10 17:58:26+00:00,8,1,2,"43.70713935,-72.28571073"
u19,1365701717,2013-04-11 17:35:17+00:00,7,1,2,"43.70698335,-72.28582114"
u19,1365786884,2013-04-12 17:14:44+00:00,8,1,2,"43.70659889,-72.2854301"
u19,1365872942,2013-04-13 17:09:02+00:00,7,2,3,"43.70312765,-72.29053296"
u19,1365959643,2013-04-14 17:14:03+00:00,8,1,2,"43.70285468,-72.29111293"
u19,1366046191,2013-04-15 17:16:31+00:00,8,1,2,"43.70154751,-72.29133289"
u19,1366132327,2013-04-16 17:12:07+00:00,7,2,2,"43.70154751,-72.29133289"
u19,1366218273,2013-04-17 17:04:33+00:00,7,2,3,"43.7027651,-72.2899934"
u19,1366305623,2013-04-18 17:20:23+00:00,6,3,2,"43.70692759,-72.28739722"
u19,1366393248,2013-04-19 17:40:48+00:00,8,1,3,"43.70712619,-72.28587268"
u19,1366650094,2013-04-22 17:01:34+00:00,3,2,3,"43.7067805,-72.28550931"
u19,1366735729,2013-04-23 16:48:49+00:00,9,1,3,"43.70703558,-72.28588339"
u19,1366908737,2013-04-25 16:52:17+00:00,7,2,4,"43.70686641,-72.28708456"
u19,1366995704,2013-04-26 17:01:44+00:00,8,1,2,"43.70693121,-72.28557612"
u19,1367222081,2013-04-29 07:54:41+00:00,7,2,3,"43.70710107,-72.28593983"
u19,1367255219,2013-04-29 17:06:59+00:00,6,2,4,"43.70676257,-72.28579269"
u19,1367400572,2013-05-01 09:29:32+00:00,3,2,4,"43.70101204,-72.28677708"
u19,1367429845,2013-05-01 17:37:25+00:00,6,2,4,"43.70696863,-72.28601686"
u19,1367514213,2013-05-02 17:03:33+00:00,8,1,4,"43.70703204,-72.28609341"
u19,1367602890,2013-05-03 17:41:30+00:00,8,1,4,"43.70690988,-72.28699822"
u19,1367861530,2013-05-06 17:32:10+00:00,8,1,1,"43.70725489,-72.28618348"
u19,1368208260,2013-05-10 17:51:00+00:00,10,1,2,"43.70705135,-72.28595115"
u19,1368298243,2013-05-11 18:50:43+00:00,9,2,3,"43.70701211,-72.28611727"
u19,1368384705,2013-05-12 18:51:45+00:00,11,1,2,"43.70714923,-72.28728168"
u19,1368466407,2013-05-13 17:33:27+00:00,10,2,2,"43.70670191,-72.28568105"
u19,1368561198,2013-05-14 19:53:18+00:00,8,2,1,"43.70120165,-72.28667414"
u19,1368641343,2013-05-15 18:09:03+00:00,9,2,2,"43.7038516,-72.28886243"
u19,1368727200,2013-05-16 18:00:00+00:00,6,2,1,"43.70743755,-72.28620149"
